PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40
PRD0900223,CL00092,DEP00027,G00008,D00002
PRD0900252,CL00096,DEP00030,G00008,D00002
PRD0902534,CL00096,DEP00030,G00008,D00002
PRD0900287,CL00100,DEP00033,G00009,D00002
PRD0903432,CL00100,DEP00033,G00009,D00002
PRD0904360,CL00103,DEP00035,G00010,D00003
PRD0903674,CL00103,DEP00035,G00010,D00003
PRD0901907,CL00103,DEP00035,G00010,D00003
PRD0900936,CL00103,DEP00035,G00010,D00003
PRD0904262,CL00110,DEP00039,G00010,D00003
PRD0902468,CL00111,DEP00039,G00010,D00003
PRD0903580,CL00111,DEP00039,G00010,D00003
PRD0900532,CL00110,DEP00039,G00010,D00003
PRD0903015,CL00123,DEP00044,G00012,D00003
PRD0903995,CL00128,DEP00046,G00013,D00003
PRD0902952,CL00129,DEP00046,G00013,D00003
PRD0903713,CL00127,DEP00046,G00013,D00003
PRD0904084,CL00129,DEP00046,G00013,D00003
PRD0902628,CL00128,DEP00046,G00013,D00003
PRD0900391,CL00131,DEP00047,G00013,D00003
PRD0901339,CL00133,DEP00047,G00013,D00003
PRD0900979,CL00134,DEP00047,G00013,D00003
PRD0903900,CL00130,DEP00047,G00013,D00003
PRD0903031,CL00140,DEP00049,G00014,D00003
PRD0900660,CL00140,DEP00049,G00014,D00003
PRD0902590,CL00144,DEP00051,G00015,D00003
PRD0901978,CL00145,DEP00051,G00015,D00003
PRD0903565,CL00148,DEP00052,G00015,D00003
PRD0903105,CL00152,DEP00052,G00015,D00003
PRD0903413,CL00148,DEP00052,G00015,D00003
PRD0900383,CL00148,DEP00052,G00015,D00003
PRD0900749,CL00153,DEP00052,G00015,D00003
PRD0903495,CL00152,DEP00052,G00015,D00003
PRD0900643,CL00148,DEP00052,G00015,D00003
PRD0904166,CL00148,DEP00052,G00015,D00003
PRD0903483,CL00157,DEP00053,G00016,D00003
PRD0903563,CL00156,DEP00053,G00016,D00003
PRD0902362,CL00156,DEP00053,G00016,D00003
PRD0904123,CL00160,DEP00054,G00016,D00003
PRD0904503,CL00165,DEP00055,G00016,D00003
PRD0900332,CL00164,DEP00055,G00016,D00003
PRD0904505,CL00163,DEP00055,G00016,D00003
PRD0902308,CL00164,DEP00055,G00016,D00003
PRD0902287,CL00163,DEP00055,G00016,D00003
PRD0902663,CL00163,DEP00055,G00016,D00003
PRD0902449,CL00164,DEP00055,G00016,D00003
PRD0904721,CL00164,DEP00055,G00016,D00003
PRD0903313,CL00201,DEP00067,G00021,D00005
PRD0901965,CL00195,DEP00067,G00021,D00005
PRD0903333,CL00199,DEP00067,G00021,D00005
PRD0902183,CL00202,DEP00067,G00021,D00005
PRD0900708,CL00195,DEP00067,G00021,D00005
PRD0901528,CL00197,DEP00067,G00021,D00005
PRD0904956,CL00206,DEP00069,G00022,D00005
PRD0902715,CL00207,DEP00069,G00022,D00005
PRD0900110,CL00218,DEP00073,G00023,D00005
PRD0903908,CL00219,DEP00073,G00023,D00005
PRD0903874,CL00219,DEP00073,G00023,D00005
PRD0902832,CL00222,DEP00076,G00023,D00005
PRD0902088,CL00227,DEP00079,G00025,D00006
PRD0901971,CL00169,DEP00056,G00017,D00004
PRD0901391,CL00214,DEP00071,G00022,D00005
PRD0902547,CL00233,DEP00083,G00028,D00008
PRD0902956,CL00235,DEP00083,G00028,D00008
PRD0900932,CL00120,DEP00043,G00012,D00003
PRD0904110,CL00007,DEP00003,G00002,D00001
PRD0900430,CL00007,DEP00003,G00002,D00001
PRD0904835,CL00044,DEP00011,G00004,D00002
PRD0904532,CL00042,DEP00011,G00004,D00002
PRD0902480,CL00047,DEP00012,G00004,D00002
PRD0903525,CL00046,DEP00012,G00004,D00002
PRD0900839,CL00047,DEP00012,G00004,D00002
PRD0900902,CL00049,DEP00012,G00004,D00002
PRD0903612,CL00063,DEP00019,G00007,D00002
PRD0902638,CL00067,DEP00019,G00007,D00002
PRD0904230,CL00070,DEP00020,G00007,D00002
PRD0904217,CL00069,DEP00020,G00007,D00002
PRD0903954,CL00074,DEP00021,G00007,D00002
PRD0900700,CL00073,DEP00021,G00007,D00002
PRD0903890,CL00073,DEP00021,G00007,D00002
PRD0900394,CL00073,DEP00021,G00007,D00002
PRD0904549,CL00076,DEP00022,G00007,D00002
PRD0901713,CL00075,DEP00022,G00007,D00002
PRD0903953,CL00076,DEP00022,G00007,D00002
PRD0903970,CL00078,DEP00022,G00007,D00002
PRD0901076,CL00079,DEP00022,G00007,D00002
PRD0904766,CL00079,DEP00022,G00007,D00002
PRD0901562,CL00075,DEP00022,G00007,D00002
PRD0900061,CL00076,DEP00022,G00007,D00002
PRD0903700,CL00075,DEP00022,G00007,D00002
PRD0900646,CL00075,DEP00022,G00007,D00002
PRD0900094,CL00075,DEP00022,G00007,D00002
PRD0903560,CL00075,DEP00022,G00007,D00002
PRD0900699,CL00089,DEP00025,G00008,D00002
PRD0900860,CL00092,DEP00027,G00008,D00002
PRD0902984,CL00096,DEP00030,G00008,D00002
PRD0901012,CL00096,DEP00030,G00008,D00002
PRD0903503,CL00100,DEP00033,G00009,D00002
PRD0900602,CL00103,DEP00035,G00010,D00003
PRD0901974,CL00106,DEP00037,G00010,D00003
PRD0901234,CL00128,DEP00046,G00013,D00003
PRD0902594,CL00128,DEP00046,G00013,D00003
PRD0903762,CL00134,DEP00047,G00013,D00003
PRD0904325,CL00132,DEP00047,G00013,D00003
PRD0900738,CL00140,DEP00049,G00014,D00003
PRD0902822,CL00145,DEP00051,G00015,D00003
PRD0904840,CL00152,DEP00052,G00015,D00003
PRD0900527,CL00161,DEP00054,G00016,D00003
PRD0900775,CL00163,DEP00055,G00016,D00003
PRD0900713,CL00165,DEP00055,G00016,D00003
PRD0904667,CL00164,DEP00055,G00016,D00003
PRD0904367,CL00164,DEP00055,G00016,D00003
PRD0903671,CL00162,DEP00055,G00016,D00003
PRD0901742,CL00198,DEP00067,G00021,D00005
PRD0901224,CL00202,DEP00067,G00021,D00005
PRD0904912,CL00200,DEP00067,G00021,D00005
PRD0904776,CL00229,DEP00081,G00027,D00008
PRD0901444,CL00229,DEP00081,G00027,D00008
PRD0900155,CL00229,DEP00081,G00027,D00008
PRD0904634,CL00229,DEP00081,G00027,D00008
PRD0902119,CL00229,DEP00081,G00027,D00008
PRD0904509,CL00093,DEP00028,G00008,D00002
PRD0901818,CL00093,DEP00028,G00008,D00002
PRD0900767,CL00061,DEP00018,G00006,D00002
PRD0904332,CL00213,DEP00070,G00022,D00005
PRD0902384,CL00169,DEP00056,G00017,D00004
PRD0901404,CL00213,DEP00070,G00022,D00005
PRD0904100,CL00214,DEP00071,G00022,D00005
PRD0903950,CL00061,DEP00018,G00006,D00002
PRD0900611,CL00213,DEP00070,G00022,D00005
PRD0901920,CL00002,DEP00001,G00001,D00001
PRD0904296,CL00002,DEP00001,G00001,D00001
PRD0902869,CL00006,DEP00002,G00001,D00001
PRD0903971,CL00006,DEP00002,G00001,D00001
PRD0902550,CL00003,DEP00002,G00001,D00001
PRD0901967,CL00050,DEP00013,G00005,D00002
PRD0904828,CL00067,DEP00019,G00007,D00002
PRD0901214,CL00070,DEP00020,G00007,D00002
PRD0904823,CL00092,DEP00027,G00008,D00002
PRD0901825,CL00129,DEP00046,G00013,D00003
PRD0903604,CL00129,DEP00046,G00013,D00003
PRD0904233,CL00140,DEP00049,G00014,D00003
PRD0904821,CL00140,DEP00049,G00014,D00003
PRD0901567,CL00140,DEP00049,G00014,D00003
PRD0904319,CL00154,DEP00052,G00015,D00003
PRD0902821,CL00201,DEP00067,G00021,D00005
PRD0903024,CL00201,DEP00067,G00021,D00005
PRD0902751,CL00201,DEP00067,G00021,D00005
PRD0902410,CL00198,DEP00067,G00021,D00005
PRD0903852,CL00199,DEP00067,G00021,D00005
PRD0900207,CL00198,DEP00067,G00021,D00005
PRD0901332,CL00196,DEP00067,G00021,D00005
PRD0902128,CL00208,DEP00069,G00022,D00005
PRD0904143,CL00209,DEP00069,G00022,D00005
PRD0901683,CL00243,DEP00088,G00029,D00008
PRD0904064,CL00216,DEP00071,G00022,D00005
PRD0904065,CL00006,DEP00002,G00001,D00001
PRD0901829,CL00007,DEP00003,G00002,D00001
PRD0901364,CL00010,DEP00003,G00002,D00001
PRD0904939,CL00007,DEP00003,G00002,D00001
PRD0901912,CL00008,DEP00003,G00002,D00001
PRD0900177,CL00007,DEP00003,G00002,D00001
PRD0904183,CL00007,DEP00003,G00002,D00001
PRD0901432,CL00007,DEP00003,G00002,D00001
PRD0902155,CL00020,DEP00005,G00003,D00001
PRD0902162,CL00018,DEP00005,G00003,D00001
PRD0901872,CL00020,DEP00005,G00003,D00001
PRD0901604,CL00043,DEP00011,G00004,D00002
PRD0902112,CL00050,DEP00013,G00005,D00002
PRD0900836,CL00064,DEP00019,G00007,D00002
PRD0901419,CL00065,DEP00019,G00007,D00002
PRD0904964,CL00067,DEP00019,G00007,D00002
PRD0901759,CL00067,DEP00019,G00007,D00002
PRD0901264,CL00067,DEP00019,G00007,D00002
PRD0902060,CL00070,DEP00020,G00007,D00002
PRD0900676,CL00074,DEP00021,G00007,D00002
PRD0902386,CL00072,DEP00021,G00007,D00002
PRD0903931,CL00072,DEP00021,G00007,D00002
PRD0901001,CL00073,DEP00021,G00007,D00002
PRD0904495,CL00079,DEP00022,G00007,D00002
PRD0901167,CL00079,DEP00022,G00007,D00002
PRD0901016,CL00075,DEP00022,G00007,D00002
PRD0902834,CL00075,DEP00022,G00007,D00002
PRD0902345,CL00101,DEP00034,G00010,D00003
PRD0900886,CL00101,DEP00034,G00010,D00003
PRD0904649,CL00101,DEP00034,G00010,D00003
PRD0904480,CL00103,DEP00035,G00010,D00003
PRD0901496,CL00106,DEP00037,G00010,D00003
PRD0904442,CL00106,DEP00037,G00010,D00003
PRD0901891,CL00139,DEP00048,G00013,D00003
PRD0903554,CL00136,DEP00048,G00013,D00003
PRD0901488,CL00140,DEP00049,G00014,D00003
PRD0901327,CL00141,DEP00049,G00014,D00003
PRD0904013,CL00144,DEP00051,G00015,D00003
PRD0902977,CL00144,DEP00051,G00015,D00003
PRD0904336,CL00150,DEP00052,G00015,D00003
PRD0903251,CL00155,DEP00053,G00016,D00003
PRD0904832,CL00157,DEP00053,G00016,D00003
PRD0900677,CL00156,DEP00053,G00016,D00003
PRD0901464,CL00161,DEP00054,G00016,D00003
PRD0901219,CL00160,DEP00054,G00016,D00003
PRD0902544,CL00163,DEP00055,G00016,D00003
PRD0901881,CL00162,DEP00055,G00016,D00003
PRD0903509,CL00198,DEP00067,G00021,D00005
PRD0904382,CL00206,DEP00069,G00022,D00005
PRD0901344,CL00206,DEP00069,G00022,D00005
PRD0900874,CL00206,DEP00069,G00022,D00005
PRD0904109,CL00218,DEP00073,G00023,D00005
PRD0902229,CL00222,DEP00076,G00023,D00005
PRD0901226,CL00233,DEP00083,G00028,D00008
PRD0903412,CL00203,DEP00068,G00022,D00005
PRD0903833,CL00234,DEP00083,G00028,D00008
PRD0900114,CL00237,DEP00084,G00028,D00008
PRD0901137,CL00215,DEP00071,G00022,D00005
PRD0900474,CL00239,DEP00085,G00028,D00008
PRD0903131,CL00142,DEP00050,G00014,D00003
PRD0903790,CL00191,DEP00064,G00019,D00004
PRD0901676,CL00061,DEP00018,G00006,D00002
PRD0901428,CL00204,DEP00068,G00022,D00005
PRD0903935,CL00169,DEP00056,G00017,D00004
PRD0902877,CL00113,DEP00040,G00011,D00003
PRD0902412,CL00090,DEP00026,G00008,D00002
PRD0903625,CL00173,DEP00058,G00017,D00004
PRD0903533,CL00245,DEP00088,G00029,D00008
PRD0901532,CL00005,DEP00002,G00001,D00001
PRD0902581,CL00008,DEP00003,G00002,D00001
PRD0900632,CL00037,DEP00010,G00004,D00002
PRD0904101,CL00042,DEP00011,G00004,D00002
PRD0901926,CL00049,DEP00012,G00004,D00002
PRD0900466,CL00049,DEP00012,G00004,D00002
PRD0900739,CL00047,DEP00012,G00004,D00002
PRD0904287,CL00051,DEP00013,G00005,D00002
PRD0903005,CL00050,DEP00013,G00005,D00002
PRD0902703,CL00050,DEP00013,G00005,D00002
PRD0900452,CL00058,DEP00016,G00006,D00002
PRD0901335,CL00058,DEP00016,G00006,D00002
PRD0900280,CL00058,DEP00016,G00006,D00002
PRD0904556,CL00067,DEP00019,G00007,D00002
PRD0900226,CL00067,DEP00019,G00007,D00002
PRD0903831,CL00070,DEP00020,G00007,D00002
PRD0900481,CL00070,DEP00020,G00007,D00002
PRD0904210,CL00070,DEP00020,G00007,D00002
PRD0902461,CL00074,DEP00021,G00007,D00002
PRD0900768,CL00072,DEP00021,G00007,D00002
PRD0900402,CL00074,DEP00021,G00007,D00002
PRD0901764,CL00073,DEP00021,G00007,D00002
PRD0901011,CL00077,DEP00022,G00007,D00002
PRD0901668,CL00075,DEP00022,G00007,D00002
PRD0900542,CL00076,DEP00022,G00007,D00002
PRD0900437,CL00077,DEP00022,G00007,D00002
PRD0904359,CL00075,DEP00022,G00007,D00002
PRD0902032,CL00077,DEP00022,G00007,D00002
PRD0900369,CL00079,DEP00022,G00007,D00002
PRD0901431,CL00096,DEP00030,G00008,D00002
PRD0903795,CL00103,DEP00035,G00010,D00003
PRD0900115,CL00110,DEP00039,G00010,D00003
PRD0903733,CL00110,DEP00039,G00010,D00003
PRD0904907,CL00110,DEP00039,G00010,D00003
PRD0900378,CL00128,DEP00046,G00013,D00003
PRD0903705,CL00128,DEP00046,G00013,D00003
PRD0901518,CL00129,DEP00046,G00013,D00003
PRD0900921,CL00129,DEP00046,G00013,D00003
PRD0900950,CL00131,DEP00047,G00013,D00003
PRD0903146,CL00131,DEP00047,G00013,D00003
PRD0903811,CL00131,DEP00047,G00013,D00003
PRD0904683,CL00130,DEP00047,G00013,D00003
PRD0903717,CL00131,DEP00047,G00013,D00003
PRD0903590,CL00139,DEP00048,G00013,D00003
PRD0903213,CL00154,DEP00052,G00015,D00003
PRD0901809,CL00154,DEP00052,G00015,D00003
PRD0904171,CL00156,DEP00053,G00016,D00003
PRD0901609,CL00157,DEP00053,G00016,D00003
PRD0902792,CL00156,DEP00053,G00016,D00003
PRD0904564,CL00157,DEP00053,G00016,D00003
PRD0903684,CL00158,DEP00053,G00016,D00003
PRD0901794,CL00159,DEP00054,G00016,D00003
PRD0904388,CL00160,DEP00054,G00016,D00003
PRD0901557,CL00160,DEP00054,G00016,D00003
PRD0904514,CL00163,DEP00055,G00016,D00003
PRD0902055,CL00164,DEP00055,G00016,D00003
PRD0900493,CL00164,DEP00055,G00016,D00003
PRD0901903,CL00164,DEP00055,G00016,D00003
PRD0901253,CL00164,DEP00055,G00016,D00003
PRD0903824,CL00198,DEP00067,G00021,D00005
PRD0901207,CL00197,DEP00067,G00021,D00005
PRD0901146,CL00198,DEP00067,G00021,D00005
PRD0901206,CL00209,DEP00069,G00022,D00005
PRD0904028,CL00207,DEP00069,G00022,D00005
PRD0904539,CL00209,DEP00069,G00022,D00005
PRD0901893,CL00206,DEP00069,G00022,D00005
PRD0900253,CL00207,DEP00069,G00022,D00005
PRD0901726,CL00206,DEP00069,G00022,D00005
PRD0902186,CL00218,DEP00073,G00023,D00005
PRD0903485,CL00219,DEP00073,G00023,D00005
PRD0902083,CL00218,DEP00073,G00023,D00005
PRD0901369,CL00231,DEP00081,G00027,D00008
PRD0900198,CL00230,DEP00081,G00027,D00008
PRD0903942,CL00061,DEP00018,G00006,D00002
PRD0900419,CL00233,DEP00083,G00028,D00008
PRD0904465,CL00212,DEP00070,G00022,D00005
PRD0901689,CL00235,DEP00083,G00028,D00008
PRD0900904,CL00249,DEP00089,G00030,D00009
PRD0904778,CL00142,DEP00050,G00014,D00003
PRD0900787,CL00060,DEP00017,G00006,D00002
PRD0902098,CL00002,DEP00001,G00001,D00001
PRD0902020,CL00006,DEP00002,G00001,D00001
PRD0903351,CL00005,DEP00002,G00001,D00001
PRD0901056,CL00020,DEP00005,G00003,D00001
PRD0900780,CL00043,DEP00011,G00004,D00002
PRD0904979,CL00043,DEP00011,G00004,D00002
PRD0901714,CL00049,DEP00012,G00004,D00002
PRD0904133,CL00049,DEP00012,G00004,D00002
PRD0903662,CL00046,DEP00012,G00004,D00002
PRD0902116,CL00046,DEP00012,G00004,D00002
PRD0901816,CL00047,DEP00012,G00004,D00002
PRD0900719,CL00049,DEP00012,G00004,D00002
PRD0901410,CL00074,DEP00021,G00007,D00002
PRD0904862,CL00077,DEP00022,G00007,D00002
PRD0903882,CL00079,DEP00022,G00007,D00002
PRD0901800,CL00075,DEP00022,G00007,D00002
PRD0901096,CL00077,DEP00022,G00007,D00002
PRD0901709,CL00076,DEP00022,G00007,D00002
PRD0904995,CL00075,DEP00022,G00007,D00002
PRD0904818,CL00075,DEP00022,G00007,D00002
PRD0902976,CL00075,DEP00022,G00007,D00002
PRD0902516,CL00087,DEP00025,G00008,D00002
PRD0903479,CL00101,DEP00034,G00010,D00003
PRD0903528,CL00104,DEP00036,G00010,D00003
PRD0904342,CL00110,DEP00039,G00010,D00003
PRD0903307,CL00110,DEP00039,G00010,D00003
PRD0903072,CL00110,DEP00039,G00010,D00003
PRD0900256,CL00116,DEP00042,G00011,D00003
PRD0904385,CL00123,DEP00044,G00012,D00003
PRD0901252,CL00123,DEP00044,G00012,D00003
PRD0900117,CL00123,DEP00044,G00012,D00003
PRD0901233,CL00122,DEP00044,G00012,D00003
PRD0901429,CL00129,DEP00046,G00013,D00003
PRD0902710,CL00129,DEP00046,G00013,D00003
PRD0900981,CL00129,DEP00046,G00013,D00003
PRD0901550,CL00126,DEP00046,G00013,D00003
PRD0902051,CL00131,DEP00047,G00013,D00003
PRD0902551,CL00138,DEP00048,G00013,D00003
PRD0904608,CL00144,DEP00051,G00015,D00003
PRD0900464,CL00147,DEP00051,G00015,D00003
PRD0903054,CL00147,DEP00051,G00015,D00003
PRD0901363,CL00145,DEP00051,G00015,D00003
PRD0903802,CL00147,DEP00051,G00015,D00003
PRD0902669,CL00145,DEP00051,G00015,D00003
PRD0900316,CL00156,DEP00053,G00016,D00003
PRD0904591,CL00157,DEP00053,G00016,D00003
PRD0902912,CL00156,DEP00053,G00016,D00003
PRD0903122,CL00159,DEP00054,G00016,D00003
PRD0900024,CL00160,DEP00054,G00016,D00003
PRD0903918,CL00202,DEP00067,G00021,D00005
PRD0900291,CL00196,DEP00067,G00021,D00005
PRD0901101,CL00207,DEP00069,G00022,D00005
PRD0900695,CL00207,DEP00069,G00022,D00005
PRD0904923,CL00207,DEP00069,G00022,D00005
PRD0902158,CL00218,DEP00073,G00023,D00005
PRD0902839,CL00230,DEP00081,G00027,D00008
PRD0903909,CL00186,DEP00062,G00018,D00004
PRD0903661,CL00235,DEP00083,G00028,D00008
PRD0904154,CL00235,DEP00083,G00028,D00008
PRD0903946,CL00215,DEP00071,G00022,D00005
PRD0901043,CL00113,DEP00040,G00011,D00003
PRD0904485,CL00235,DEP00083,G00028,D00008
PRD0904820,CL00142,DEP00050,G00014,D00003
PRD0901394,CL00113,DEP00040,G00011,D00003
PRD0904099,CL00235,DEP00083,G00028,D00008
PRD0904929,CL00011,DEP00003,G00002,D00001
PRD0901616,CL00016,DEP00004,G00003,D00001
PRD0903061,CL00024,DEP00008,G00004,D00002
PRD0902980,CL00037,DEP00010,G00004,D00002
PRD0903099,CL00039,DEP00010,G00004,D00002
PRD0901936,CL00067,DEP00019,G00007,D00002
PRD0904371,CL00068,DEP00019,G00007,D00002
PRD0902137,CL00069,DEP00020,G00007,D00002
PRD0904845,CL00070,DEP00020,G00007,D00002
PRD0900028,CL00070,DEP00020,G00007,D00002
PRD0900882,CL00069,DEP00020,G00007,D00002
PRD0902129,CL00072,DEP00021,G00007,D00002
PRD0903659,CL00073,DEP00021,G00007,D00002
PRD0904140,CL00072,DEP00021,G00007,D00002
PRD0904585,CL00072,DEP00021,G00007,D00002
PRD0902301,CL00079,DEP00022,G00007,D00002
PRD0904072,CL00076,DEP00022,G00007,D00002
PRD0901680,CL00075,DEP00022,G00007,D00002
PRD0901038,CL00087,DEP00025,G00008,D00002
PRD0901062,CL00096,DEP00030,G00008,D00002
PRD0902237,CL00100,DEP00033,G00009,D00002
PRD0902722,CL00101,DEP00034,G00010,D00003
PRD0901058,CL00101,DEP00034,G00010,D00003
PRD0901360,CL00101,DEP00034,G00010,D00003
PRD0904940,CL00101,DEP00034,G00010,D00003
PRD0901229,CL00101,DEP00034,G00010,D00003
PRD0900147,CL00101,DEP00034,G00010,D00003
PRD0902163,CL00108,DEP00037,G00010,D00003
PRD0903990,CL00117,DEP00042,G00011,D00003
PRD0902371,CL00116,DEP00042,G00011,D00003
PRD0902122,CL00128,DEP00046,G00013,D00003
PRD0903792,CL00127,DEP00046,G00013,D00003
PRD0900438,CL00136,DEP00048,G00013,D00003
PRD0904619,CL00139,DEP00048,G00013,D00003
PRD0903170,CL00138,DEP00048,G00013,D00003
PRD0901707,CL00140,DEP00049,G00014,D00003
PRD0904768,CL00140,DEP00049,G00014,D00003
PRD0900592,CL00152,DEP00052,G00015,D00003
PRD0903163,CL00152,DEP00052,G00015,D00003
PRD0902056,CL00156,DEP00053,G00016,D00003
PRD0904253,CL00156,DEP00053,G00016,D00003
PRD0904870,CL00155,DEP00053,G00016,D00003
PRD0904331,CL00165,DEP00055,G00016,D00003
PRD0900019,CL00163,DEP00055,G00016,D00003
PRD0901743,CL00202,DEP00067,G00021,D00005
PRD0903772,CL00209,DEP00069,G00022,D00005
PRD0904487,CL00207,DEP00069,G00022,D00005
PRD0903865,CL00207,DEP00069,G00022,D00005
PRD0903419,CL00093,DEP00028,G00008,D00002
PRD0900507,CL00142,DEP00050,G00014,D00003
PRD0901511,CL00095,DEP00029,G00008,D00002
PRD0901686,CL00247,DEP00089,G00030,D00009
PRD0904641,CL00215,DEP00071,G00022,D00005
PRD0900777,CL00098,DEP00031,G00008,D00002
PRD0904538,CL00098,DEP00031,G00008,D00002
PRD0900714,CL00055,DEP00014,G00005,D00002
PRD0901728,CL00003,DEP00002,G00001,D00001
PRD0900698,CL00005,DEP00002,G00001,D00001
PRD0902443,CL00016,DEP00004,G00003,D00001
PRD0900574,CL00018,DEP00005,G00003,D00001
PRD0902815,CL00017,DEP00005,G00003,D00001
PRD0900011,CL00033,DEP00008,G00004,D00002
PRD0904714,CL00025,DEP00008,G00004,D00002
PRD0901662,CL00024,DEP00008,G00004,D00002
PRD0902344,CL00032,DEP00008,G00004,D00002
PRD0903402,CL00039,DEP00010,G00004,D00002
PRD0904523,CL00041,DEP00011,G00004,D00002
PRD0901618,CL00041,DEP00011,G00004,D00002
PRD0904588,CL00067,DEP00019,G00007,D00002
PRD0900853,CL00070,DEP00020,G00007,D00002
PRD0901301,CL00070,DEP00020,G00007,D00002
PRD0904184,CL00073,DEP00021,G00007,D00002
PRD0901027,CL00072,DEP00021,G00007,D00002
PRD0900250,CL00074,DEP00021,G00007,D00002
PRD0900931,CL00083,DEP00023,G00007,D00002
PRD0904419,CL00085,DEP00024,G00007,D00002
PRD0902276,CL00100,DEP00033,G00009,D00002
PRD0902814,CL00110,DEP00039,G00010,D00003
PRD0902577,CL00110,DEP00039,G00010,D00003
PRD0902825,CL00128,DEP00046,G00013,D00003
PRD0900948,CL00129,DEP00046,G00013,D00003
PRD0903403,CL00129,DEP00046,G00013,D00003
PRD0903521,CL00129,DEP00046,G00013,D00003
PRD0900036,CL00129,DEP00046,G00013,D00003
PRD0903642,CL00129,DEP00046,G00013,D00003
PRD0901471,CL00129,DEP00046,G00013,D00003
PRD0902895,CL00130,DEP00047,G00013,D00003
PRD0901099,CL00131,DEP00047,G00013,D00003
PRD0903836,CL00141,DEP00049,G00014,D00003
PRD0904913,CL00144,DEP00051,G00015,D00003
PRD0904003,CL00144,DEP00051,G00015,D00003
PRD0901589,CL00157,DEP00053,G00016,D00003
PRD0902559,CL00155,DEP00053,G00016,D00003
PRD0902691,CL00159,DEP00054,G00016,D00003
PRD0903532,CL00198,DEP00067,G00021,D00005
PRD0904068,CL00198,DEP00067,G00021,D00005
PRD0902899,CL00202,DEP00067,G00021,D00005
PRD0900924,CL00197,DEP00067,G00021,D00005
PRD0900033,CL00201,DEP00067,G00021,D00005
PRD0901061,CL00199,DEP00067,G00021,D00005
PRD0901843,CL00200,DEP00067,G00021,D00005
PRD0902933,CL00198,DEP00067,G00021,D00005
PRD0904859,CL00195,DEP00067,G00021,D00005
PRD0903581,CL00205,DEP00069,G00022,D00005
PRD0904413,CL00205,DEP00069,G00022,D00005
PRD0904661,CL00206,DEP00069,G00022,D00005
PRD0903718,CL00207,DEP00069,G00022,D00005
PRD0901718,CL00205,DEP00069,G00022,D00005
PRD0902388,CL00206,DEP00069,G00022,D00005
PRD0900847,CL00209,DEP00069,G00022,D00005
PRD0903538,CL00209,DEP00069,G00022,D00005
PRD0901446,CL00219,DEP00073,G00023,D00005
PRD0902255,CL00094,DEP00029,G00008,D00002
PRD0904261,CL00250,DEP00090,G00031,D00009
PRD0904443,CL00212,DEP00070,G00022,D00005
PRD0900185,CL00043,DEP00011,G00004,D00002
PRD0903059,CL00133,DEP00047,G00013,D00003
PRD0900642,CL00162,DEP00055,G00016,D00003
PRD0900850,CL00109,DEP00038,G00010,D00003
PRD0901381,CL00093,DEP00028,G00008,D00002
PRD0902553,CL00186,DEP00062,G00018,D00004
PRD0900480,CL00217,DEP00072,G00023,D00005
PRD0902529,CL00215,DEP00071,G00022,D00005
PRD0903461,CL00217,DEP00072,G00023,D00005
PRD0903111,CL00061,DEP00018,G00006,D00002
PRD0900871,CL00098,DEP00031,G00008,D00002
PRD0900339,CL00250,DEP00090,G00031,D00009
PRD0901551,CL00185,DEP00062,G00018,D00004
PRD0902501,CL00113,DEP00040,G00011,D00003
PRD0901225,CL00002,DEP00001,G00001,D00001
PRD0901276,CL00002,DEP00001,G00001,D00001
PRD0903470,CL00009,DEP00003,G00002,D00001
PRD0903967,CL00011,DEP00003,G00002,D00001
PRD0904612,CL00009,DEP00003,G00002,D00001
PRD0901305,CL00016,DEP00004,G00003,D00001
PRD0901209,CL00020,DEP00005,G00003,D00001
PRD0904814,CL00020,DEP00005,G00003,D00001
PRD0900655,CL00028,DEP00008,G00004,D00002
PRD0902271,CL00044,DEP00011,G00004,D00002
PRD0901025,CL00063,DEP00019,G00007,D00002
PRD0901454,CL00063,DEP00019,G00007,D00002
PRD0902070,CL00067,DEP00019,G00007,D00002
PRD0900462,CL00067,DEP00019,G00007,D00002
PRD0904839,CL00063,DEP00019,G00007,D00002
PRD0902145,CL00068,DEP00019,G00007,D00002
PRD0904401,CL00070,DEP00020,G00007,D00002
PRD0900284,CL00070,DEP00020,G00007,D00002
PRD0901100,CL00070,DEP00020,G00007,D00002
PRD0902490,CL00070,DEP00020,G00007,D00002
PRD0901490,CL00073,DEP00021,G00007,D00002
PRD0900001,CL00072,DEP00021,G00007,D00002
PRD0904977,CL00074,DEP00021,G00007,D00002
PRD0903001,CL00079,DEP00022,G00007,D00002
PRD0901946,CL00079,DEP00022,G00007,D00002
PRD0901524,CL00079,DEP00022,G00007,D00002
PRD0904656,CL00076,DEP00022,G00007,D00002
PRD0904812,CL00087,DEP00025,G00008,D00002
PRD0901746,CL00087,DEP00025,G00008,D00002
PRD0903654,CL00089,DEP00025,G00008,D00002
PRD0901374,CL00092,DEP00027,G00008,D00002
PRD0901704,CL00096,DEP00030,G00008,D00002
PRD0902455,CL00096,DEP00030,G00008,D00002
PRD0904980,CL00096,DEP00030,G00008,D00002
PRD0901631,CL00096,DEP00030,G00008,D00002
PRD0903810,CL00096,DEP00030,G00008,D00002
PRD0904668,CL00101,DEP00034,G00010,D00003
PRD0902609,CL00101,DEP00034,G00010,D00003
